Time (s),Heat Release Rate (kW),Burner HRR (kW),Exhaust Mass Flow Rate (kg/s),Oxygen (Vol Fr),CO2 (Vol Fr),CO (Vol Fr),Radiant Heat Flux (kW/m^2),Ksmoke (1/m)
1620,1785.3,0.12,71.321,0.20779,0.0015467,5.34e-05,0.46553,0.543
1621,1813.6,0.12,71.37,0.20777,0.0015429,5.32e-05,0.47425,0.562
1622,1796.6,0.11,71.31,0.20779,0.0015351,5.27e-05,0.47752,0.572
1623,1752.3,0.15,71.111,0.20782,0.0015265,5.23e-05,0.47588,0.458
1624,1707.8,0.06,70.969,0.20785,0.00152,5.19e-05,0.47778,0.448
1625,1697,0.14,70.884,0.20786,0.0015158,5.16e-05,0.46972,0.457
1626,1693.3,0.08,70.995,0.20787,0.0015121,5.13e-05,0.45371,0.453
1627,1697.8,0.08,71.138,0.20787,0.0015076,5.11e-05,0.44401,0.551
1628,1683.1,0.14,71.314,0.20788,0.0015023,5.09e-05,0.44024,0.465
1629,1683,0.16,71.257,0.20788,0.0014966,5.07e-05,0.4344,0.518
1630,1677.9,0.18,71.203,0.20789,0.0014926,5.05e-05,0.4231,0.517
1631,1665.3,0.15,71.255,0.2079,0.001489,5.04e-05,0.42147,0.422
1632,1651,0.16,71.217,0.20791,0.0014856,5.03e-05,0.42794,0.496
1633,1660.3,0.16,71.597,0.20791,0.0014829,5.01e-05,0.43635,0.498
1634,1668.2,0.22,71.452,0.2079,0.0014815,5e-05,0.43304,0.498
1635,1667.5,0.09,71.671,0.20791,0.0014803,5e-05,0.4243,0.478
1636,1675.1,0.09,71.718,0.2079,0.0014793,5.01e-05,0.42164,0.473
1637,1673.5,0.13,71.775,0.2079,0.0014797,5.03e-05,0.41855,0.551
1638,1668.4,0.09,71.639,0.20791,0.0014835,5.07e-05,0.41439,0.449
1639,1679,0.17,71.498,0.20789,0.0014888,5.11e-05,0.41873,0.517
1640,1687.3,0.17,71.472,0.20789,0.0014904,5.14e-05,0.41842,0.479
1641,1705.3,0.06,71.357,0.20787,0.0014886,5.17e-05,0.42489,0.567
1642,1711.1,0.17,71.331,0.20787,0.0014855,5.18e-05,0.41989,0.541
1643,1680.9,0.08,71.188,0.20789,0.0014848,5.19e-05,0.41962,0.449
1644,1659.2,0.17,71.109,0.2079,0.001487,5.19e-05,0.41336,0.489
1645,1655.8,0.21,70.792,0.2079,0.0014884,5.19e-05,0.41733,0.464
1646,1675.2,0.17,70.721,0.20788,0.0014873,5.19e-05,0.42159,0.527
1647,1673.6,0.18,70.549,0.20788,0.0014843,5.19e-05,0.43127,0.553
1648,1644,0.05,70.376,0.2079,0.0014789,5.18e-05,0.43147,0.428
1649,1630.8,0.07,70.321,0.20791,0.0014711,5.17e-05,0.42679,0.48
1650,1610.2,0.15,70.247,0.20793,0.0014615,5.15e-05,0.4132,0.504
1651,1587.9,0.14,70.589,0.20796,0.001451,5.12e-05,0.41128,0.419
1652,1567.4,0.1,70.611,0.20797,0.0014422,5.1e-05,0.3886,0.499
1653,1547.3,0.27,70.344,0.20799,0.0014368,5.09e-05,0.38116,0.442
1654,1542,0.14,70.507,0.20799,0.0014335,5.08e-05,0.3896,0.361
1655,1542.4,0.05,70.627,0.208,0.0014338,5.09e-05,0.38605,0.54
1656,1567.1,0.15,70.631,0.20798,0.0014368,5.12e-05,0.39446,0.431
1657,1581.5,0.14,70.943,0.20797,0.0014429,5.16e-05,0.40091,0.462
1658,1623.3,0.06,71.415,0.20794,0.0014582,5.22e-05,0.40212,0.523
1659,1653.8,0.12,71.428,0.20791,0.0014769,5.29e-05,0.40952,0.486
1660,1681.9,0.02,71.423,0.20789,0.0014825,5.34e-05,0.40036,0.486
1661,1694.5,0.09,71.117,0.20787,0.0014847,5.37e-05,0.41511,0.568
1662,1705.1,0.07,70.982,0.20786,0.0014836,5.38e-05,0.44005,0.5
1663,1699.3,0.03,70.995,0.20787,0.0014796,5.36e-05,0.43528,0.48
1664,1659.9,0.13,70.907,0.2079,0.0014754,5.33e-05,0.43477,0.533
1665,1642.7,0.08,70.839,0.20791,0.0014722,5.31e-05,0.42391,0.492
1666,1628.5,0.05,70.828,0.20792,0.0014715,5.31e-05,0.40613,0.433
1667,1624.4,0.17,70.752,0.20793,0.0014717,5.32e-05,0.40867,0.483
1668,1619.4,0.11,70.492,0.20792,0.0014718,5.32e-05,0.39512,0.5
1669,1635.1,0.09,70.669,0.20792,0.0014706,5.31e-05,0.39537,0.495
1670,1648.2,0.11,70.717,0.20791,0.0014676,5.29e-05,0.39678,0.45
1671,1632.7,0.05,70.823,0.20792,0.0014629,5.26e-05,0.41332,0.505
1672,1629.9,0.13,70.841,0.20793,0.0014576,5.23e-05,0.41256,0.45
1673,1611.4,0.12,70.974,0.20794,0.001454,5.21e-05,0.40988,0.432
1674,1605.4,0.12,70.993,0.20795,0.0014531,5.2e-05,0.40716,0.457
1675,1593.4,0.02,71.391,0.20796,0.001455,5.21e-05,0.40097,0.401
1676,1620,0.16,71.616,0.20795,0.0014583,5.23e-05,0.38671,0.485
1677,1642.9,0.13,71.663,0.20793,0.0014625,5.26e-05,0.39427,0.497
1678,1653.1,0.08,71.57,0.20792,0.0014666,5.28e-05,0.39799,0.508
1679,1666.9,0.09,71.586,0.20791,0.0014698,5.31e-05,0.38934,0.479
1680,1687.8,0.09,71.634,0.20789,0.0014708,5.33e-05,0.38086,0.469
1681,1685.4,0.1,71.654,0.20789,0.0014685,5.33e-05,0.40008,0.512
1682,1680.9,0.15,71.904,0.2079,0.0014635,5.32e-05,0.38859,0.456
1683,1649.8,0.06,71.93,0.20793,0.0014586,5.31e-05,0.37492,0.469
1684,1637.2,0.03,72.055,0.20794,0.0014546,5.29e-05,0.37388,0.391
1685,1614.8,0.09,71.837,0.20796,0.0014529,5.28e-05,0.37002,0.48
1686,1604.3,0.12,71.727,0.20796,0.0014532,5.28e-05,0.36971,0.425
1687,1612.6,0.15,71.665,0.20795,0.0014525,5.28e-05,0.36445,0.437
1688,1623.7,0.11,71.924,0.20795,0.0014497,5.25e-05,0.36056,0.479
1689,1618.3,0.11,71.785,0.20795,0.0014444,5.21e-05,0.38327,0.489
1690,1599.1,0.02,71.836,0.20797,0.0014372,5.17e-05,0.39547,0.424
1691,1580.7,0.07,71.77,0.20799,0.0014268,5.11e-05,0.39425,0.38
1692,1559.3,0.17,71.653,0.208,0.001417,5.06e-05,0.39033,0.484
1693,1529.2,0.16,71.695,0.20803,0.0014073,5.01e-05,0.39763,0.414
1694,1526,0.09,71.706,0.20804,0.0013885,4.95e-05,0.40133,0.358
1695,1500.9,0.05,71.83,0.20806,0.0013729,4.89e-05,0.39961,0.451
1696,1478.3,0.12,71.685,0.20808,0.0013654,4.83e-05,0.37928,0.424
1697,1464,0.15,71.661,0.20809,0.0013621,4.8e-05,0.37333,0.369
1698,1454.9,0.06,71.516,0.2081,0.0013639,4.78e-05,0.37975,0.393
1699,1464.3,0.14,71.551,0.20809,0.0013694,4.78e-05,0.38115,0.396
1700,1493.4,0.1,71.683,0.20807,0.0013743,4.79e-05,0.38054,0.455
1701,1523.6,0.19,71.724,0.20804,0.0013737,4.8e-05,0.39131,0.407
1702,1525.1,0.09,71.667,0.20804,0.0013674,4.79e-05,0.396,0.451
1703,1509.6,0.14,71.492,0.20805,0.0013588,4.77e-05,0.38511,0.467
1704,1468.6,0.18,71.457,0.20809,0.0013519,4.75e-05,0.38152,0.36
1705,1433,0.12,71.307,0.20811,0.0013481,4.73e-05,0.38743,0.335
1706,1430.7,0.14,71.547,0.20812,0.0013473,4.72e-05,0.38557,0.406
1707,1446,0.05,71.584,0.20811,0.0013477,4.72e-05,0.38701,0.396
1708,1457.2,0.15,71.613,0.2081,0.001349,4.72e-05,0.38109,0.41
1709,1475.9,0.12,71.707,0.20808,0.0013517,4.73e-05,0.38576,0.379
1710,1481.5,0.06,71.587,0.20808,0.0013559,4.74e-05,0.37917,0.409
1711,1489.7,0.03,71.725,0.20807,0.0013593,4.75e-05,0.37742,0.354
1712,1493.7,0.12,71.849,0.20807,0.0013624,4.75e-05,0.37127,0.428
1713,1510.5,0.11,72.348,0.20807,0.0013666,4.76e-05,0.35998,0.421
1714,1518.8,0.11,72.486,0.20806,0.001371,4.78e-05,0.33775,0.347
1715,1549.2,0.05,72.849,0.20804,0.0013745,4.81e-05,0.3407,0.403
1716,1555.8,0.1,73.099,0.20804,0.0013778,4.83e-05,0.34802,0.472
1717,1569.5,0.14,73.135,0.20803,0.0013805,4.84e-05,0.3526,0.443
1718,1572.2,0.1,73.245,0.20803,0.0013847,4.86e-05,0.36226,0.398
1719,1566.7,0.13,73.334,0.20803,0.001391,4.87e-05,0.35972,0.44
1720,1593.5,0.14,73.365,0.20801,0.001396,4.89e-05,0.35857,0.383
1721,1601.7,0.13,73.388,0.20801,0.0013952,4.88e-05,0.37338,0.421
1722,1597.5,0.09,73.219,0.20801,0.001389,4.86e-05,0.37555,0.474
1723,1552.4,0.11,72.819,0.20804,0.0013824,4.84e-05,0.36562,0.424
1724,1519.3,0.06,72.672,0.20806,0.0013782,4.81e-05,0.36115,0.352
1725,1508.2,0.11,72.605,0.20807,0.0013719,4.78e-05,0.35384,0.335
1726,1496.7,0.13,72.355,0.20808,0.0013494,4.74e-05,0.35402,0.399
1727,1475,0.18,72.493,0.2081,0.0013375,4.7e-05,0.37422,0.496
1728,1437.9,0.02,72.32,0.20813,0.0013337,4.65e-05,0.38092,0.321
1729,1414.9,0.13,72.24,0.20814,0.0013347,4.64e-05,0.37695,0.308
1730,1433.6,0.13,72.324,0.20813,0.0013386,4.64e-05,0.38506,0.414
1731,1465.2,0.17,72.271,0.2081,0.0013413,4.64e-05,0.39192,0.46
1732,1484.7,0.14,72.555,0.20809,0.0013399,4.64e-05,0.37742,0.421
1733,1480.6,0.1,72.605,0.2081,0.0013351,4.61e-05,0.37385,0.451
1734,1466.1,0.02,72.561,0.20811,0.0013281,4.56e-05,0.37228,0.419
1735,1447.6,0.11,72.528,0.20813,0.0013202,4.5e-05,0.38334,0.372
1736,1434.1,0.07,72.79,0.20814,0.0013134,4.46e-05,0.3747,0.383
1737,1391.1,0.15,72.485,0.20817,0.0013094,4.43e-05,0.38251,0.342
1738,1376.7,0.16,72.424,0.20818,0.0013095,4.42e-05,0.36922,0.381
1739,1395.1,0.12,72.272,0.20816,0.0013136,4.43e-05,0.37582,0.337
1740,1405.9,0.07,72.082,0.20815,0.0013184,4.46e-05,0.38048,0.406
1741,1438.6,0.14,71.996,0.20813,0.0013228,4.47e-05,0.3839,0.392
1742,1447.2,0.14,71.769,0.20811,0.0013254,4.48e-05,0.37978,0.413
1743,1450.4,0.05,71.71,0.20811,0.0013278,4.5e-05,0.37938,0.421
1744,1436.7,0.12,71.325,0.20812,0.0013273,4.5e-05,0.36804,0.336
1745,1427.8,0.09,71.113,0.20812,0.001324,4.49e-05,0.36106,0.363
1746,1415.9,0.17,70.924,0.20813,0.0013192,4.48e-05,0.35768,0.391
1747,1396.1,0.12,71.052,0.20815,0.0013161,4.46e-05,0.35812,0.344
1748,1383.6,0.06,71.094,0.20816,0.0013142,4.45e-05,0.35639,0.308
1749,1384.6,0.01,71.227,0.20816,0.0013123,4.42e-05,0.36038,0.375
1750,1394.7,0.09,71.405,0.20815,0.0013119,4.41e-05,0.3605,0.389
1751,1398,0.12,71.547,0.20815,0.0013163,4.42e-05,0.35766,0.392
1752,1397.8,0.06,71.645,0.20815,0.0013249,4.44e-05,0.35195,0.322
1753,1423.8,0.16,71.581,0.20813,0.0013352,4.47e-05,0.34486,0.402
1754,1475.2,0.1,72.004,0.20809,0.0013424,4.5e-05,0.33521,0.349
1755,1498.5,0.05,72.215,0.20808,0.0013473,4.52e-05,0.33631,0.433
1756,1504.3,0.07,72.46,0.20808,0.0013499,4.55e-05,0.33168,0.37
1757,1506.8,0.06,72.442,0.20807,0.0013483,4.56e-05,0.32925,0.302
1758,1500.3,0.22,72.55,0.20808,0.0013424,4.55e-05,0.34039,0.418
1759,1472.9,0.09,72.431,0.2081,0.0013343,4.54e-05,0.33772,0.395
1760,1437.4,0.2,72.424,0.20813,0.0013279,4.51e-05,0.33481,0.326
1761,1390.6,0.11,72.304,0.20817,0.0013258,4.51e-05,0.33215,0.341
1762,1397,0.08,72.267,0.20816,0.0013271,4.53e-05,0.3261,0.326
1763,1417.7,0.11,72.229,0.20814,0.0013299,4.55e-05,0.32153,0.363
1764,1445.9,0.17,72.096,0.20812,0.0013319,4.57e-05,0.32877,0.381
1765,1445.7,0.2,72.146,0.20812,0.0013321,4.58e-05,0.3277,0.358
1766,1446.6,0.06,71.919,0.20812,0.0013305,4.57e-05,0.32906,0.357
1767,1434.8,-0.03,71.735,0.20812,0.0013276,4.56e-05,0.32461,0.37
1768,1424.6,0.09,71.735,0.20813,0.0013239,4.53e-05,0.32688,0.363
1769,1413.3,0.22,72.022,0.20815,0.0013204,4.5e-05,0.33637,0.364
1770,1409.6,0.14,71.989,0.20815,0.0013169,4.45e-05,0.34046,0.314
1771,1392.5,0.11,72.007,0.20816,0.0013152,4.41e-05,0.34658,0.312
1772,1391.5,0.19,72.081,0.20816,0.0013181,4.4e-05,0.33947,0.385
1773,1399.6,0.09,72.127,0.20816,0.0013223,4.39e-05,0.32616,0.272
1774,1419.3,0.09,72.173,0.20814,0.0013234,4.37e-05,0.32204,0.317
1775,1450,0.14,72.189,0.20812,0.0013217,4.35e-05,0.31734,0.408
1776,1431.5,0.14,72.291,0.20814,0.0013195,4.35e-05,0.31664,0.345
1777,1405.7,0.1,72.255,0.20816,0.0013161,4.35e-05,0.32074,0.322
1778,1404.1,0.09,72.352,0.20816,0.0013108,4.32e-05,0.30912,0.292
1779,1391.4,0.08,72.315,0.20817,0.0013037,4.29e-05,0.30916,0.412
1780,1389.1,0.02,72.275,0.20817,0.0012962,4.24e-05,0.31689,0.371
1781,1353.9,0.06,72.104,0.2082,0.0012882,4.2e-05,0.32057,0.274
1782,1342.1,0.03,72.264,0.20821,0.0012814,4.18e-05,0.31715,0.354
1783,1341.6,0.14,72.504,0.20822,0.0012774,4.17e-05,0.31576,0.322
1784,1341.8,0.13,72.41,0.20822,0.0012764,4.18e-05,0.32201,0.289
1785,1345.4,0.13,72.556,0.20822,0.0012777,4.2e-05,0.34273,0.32
1786,1355,0.13,72.712,0.20821,0.0012794,4.22e-05,0.34675,0.371
1787,1368.2,0.05,72.796,0.2082,0.0012795,4.24e-05,0.33611,0.339
1788,1376.8,0.09,72.79,0.20819,0.0012761,4.23e-05,0.34569,0.35
1789,1362,0.12,72.777,0.20821,0.0012701,4.22e-05,0.34815,0.377
1790,1356.3,0.01,72.94,0.20822,0.0012651,4.2e-05,0.34421,0.294
1791,1349.8,0.18,73.373,0.20823,0.0012629,4.19e-05,0.32876,0.283
1792,1337.3,0.11,73.443,0.20824,0.0012625,4.2e-05,0.32553,0.365
1793,1341.3,0.12,73.183,0.20823,0.0012635,4.21e-05,0.31963,0.324
1794,1351.3,0,73.484,0.20823,0.0012636,4.23e-05,0.31866,0.348
1795,1354,0.09,73.513,0.20823,0.001262,4.23e-05,0.3144,0.356
1796,1373,0.08,73.195,0.20821,0.0012593,4.23e-05,0.30957,0.339
1797,1334.1,0.23,73.106,0.20824,0.0012571,4.23e-05,0.30871,0.304
1798,1332.7,0.12,72.951,0.20823,0.0012582,4.23e-05,0.30734,0.35
1799,1337.3,0.06,72.893,0.20823,0.0012636,4.25e-05,0.30204,0.316
1800,1335.2,0.16,72.614,0.20823,0.0012685,4.28e-05,0.30633,0.304
1801,1364.3,0.13,72.158,0.2082,0.0012724,4.29e-05,0.32151,0.387
1802,1373.3,0.1,72.382,0.20819,0.0012733,4.28e-05,0.3216,0.368
1803,1366.9,0.08,72.543,0.2082,0.0012713,4.26e-05,0.3112,0.314
1804,1365.3,0.16,72.324,0.2082,0.0012678,4.24e-05,0.31038,0.347
1805,1344.3,0.13,72.159,0.20821,0.0012643,4.22e-05,0.2964,0.308
1806,1329.1,-0.03,72.25,0.20823,0.001262,4.2e-05,0.29436,0.319
1807,1323.5,0.13,72.301,0.20823,0.0012601,4.18e-05,0.29028,0.267
1808,1323.7,0.04,72.603,0.20824,0.0012573,4.17e-05,0.28238,0.335
1809,1321.3,-0.03,72.685,0.20824,0.0012534,4.15e-05,0.29093,0.334
1810,1311,0.13,72.736,0.20825,0.0012493,4.14e-05,0.29532,0.286
1811,1288.5,0.04,72.76,0.20827,0.0012471,4.13e-05,0.29777,0.32
1812,1279.9,0.02,72.329,0.20827,0.0012473,4.13e-05,0.29225,0.278
1813,1289.3,0.07,72.125,0.20826,0.0012511,4.13e-05,0.30388,0.314
1814,1303.4,0.06,72.104,0.20825,0.0012561,4.16e-05,0.31445,0.311
1815,1329.5,0.05,72.186,0.20823,0.001259,4.17e-05,0.30521,0.322
1816,1334.5,0.14,72.187,0.20822,0.0012581,4.17e-05,0.30441,0.338
1817,1343.4,0.13,72.156,0.20822,0.0012542,4.16e-05,0.3097,0.361
1818,1315.7,0.07,71.941,0.20824,0.00125,4.15e-05,0.3261,0.295
1819,1313,0.15,72.019,0.20824,0.0012459,4.13e-05,0.33823,0.296
1820,1307.9,0.18,72.098,0.20825,0.0012441,4.14e-05,0.34283,0.287
1821,1294.6,0.09,72.455,0.20826,0.0012452,4.13e-05,0.33788,0.292
1822,1301.5,0.12,72.633,0.20826,0.0012472,4.14e-05,0.32577,0.289
1823,1326.6,0.16,72.802,0.20824,0.0012486,4.15e-05,0.30796,0.357
1824,1330,-0,73.026,0.20824,0.0012491,4.17e-05,0.29576,0.347
1825,1328.1,0.08,72.865,0.20824,0.0012506,4.18e-05,0.29661,0.338
1826,1325.3,0.1,72.924,0.20824,0.0012536,4.21e-05,0.32157,0.298
1827,1331.4,0.1,72.824,0.20823,0.0012552,4.21e-05,0.33099,0.298
1828,1327.3,0.1,72.598,0.20823,0.0012546,4.21e-05,0.34669,0.339
1829,1329.5,0.09,72.278,0.20823,0.0012496,4.2e-05,0.35099,0.349
1830,1310.6,-0.07,72.052,0.20824,0.0012414,4.17e-05,0.35211,0.301
1831,1291.7,0.01,72.051,0.20826,0.0012312,4.13e-05,0.32408,0.275
1832,1249.5,0.02,72.049,0.20829,0.0012242,4.1e-05,0.3027,0.323
1833,1223.1,0.08,72.055,0.20832,0.0012215,4.09e-05,0.29699,0.248
1834,1215.9,0.07,71.776,0.20832,0.0012222,4.08e-05,0.31045,0.29
1835,1237.6,0.04,71.9,0.2083,0.0012255,4.09e-05,0.31717,0.284
1836,1266.4,0.13,71.874,0.20828,0.0012305,4.11e-05,0.32085,0.36
1837,1284.7,0.11,71.766,0.20826,0.0012346,4.13e-05,0.33248,0.286
1838,1301.3,0.16,71.781,0.20825,0.0012332,4.13e-05,0.34482,0.3
1839,1298,-0.05,72.084,0.20826,0.001226,4.1e-05,0.31797,0.356
1840,1281.1,0.04,72.207,0.20827,0.0012199,4.06e-05,0.29765,0.324
1841,1240.6,0.09,71.911,0.2083,0.0012177,4.04e-05,0.29385,0.242
1842,1232.3,-0.06,71.946,0.20831,0.0012184,4.03e-05,0.29505,0.232
1843,1245.7,0.1,71.963,0.2083,0.0012195,4.01e-05,0.29301,0.33
1844,1258.3,0.17,71.871,0.20829,0.0012194,4e-05,0.29338,0.281
1845,1260.5,0.07,71.706,0.20828,0.0012203,3.97e-05,0.31307,0.338
1846,1255,0,71.473,0.20828,0.0012227,3.95e-05,0.32169,0.272
1847,1256.9,0.03,71.328,0.20828,0.0012253,3.93e-05,0.32849,0.257
1848,1270.3,0.09,71.371,0.20827,0.0012272,3.91e-05,0.32121,0.306
1849,1267,0.04,71.136,0.20827,0.0012274,3.89e-05,0.29781,0.31
1850,1264,0.12,70.97,0.20827,0.0012252,3.85e-05,0.2904,0.298
1851,1256.4,0.13,70.945,0.20828,0.0012191,3.82e-05,0.3087,0.272
1852,1233.9,0.12,70.756,0.20829,0.0012141,3.78e-05,0.30991,0.305
1853,1209.3,0.16,70.601,0.20831,0.0012118,3.78e-05,0.31158,0.248
1854,1198.3,0.07,70.589,0.20832,0.0012118,3.78e-05,0.31538,0.199
1855,1206.3,0.01,70.513,0.20831,0.0012108,3.79e-05,0.31927,0.332
1856,1202.7,0.08,70.593,0.20832,0.0012076,3.78e-05,0.30439,0.263
1857,1206.7,0.18,70.762,0.20832,0.0012014,3.75e-05,0.28816,0.3
1858,1189,0.11,70.59,0.20833,0.0011937,3.71e-05,0.2883,0.258
1859,1155.3,0.17,70.505,0.20836,0.0011855,3.69e-05,0.29452,0.221
1860,1146.8,0.09,70.407,0.20836,0.0011791,3.66e-05,0.28881,0.243
1861,1122,0.04,70.278,0.20838,0.0011756,3.65e-05,0.26989,0.237
1862,1113.8,0.09,70.037,0.20839,0.0011759,3.65e-05,0.27905,0.231
1863,1131.3,0.1,69.929,0.20837,0.0011773,3.66e-05,0.28565,0.239
1864,1127.1,0.14,69.965,0.20837,0.0011775,3.68e-05,0.27691,0.236
1865,1135.6,0.06,69.894,0.20837,0.0011752,3.69e-05,0.28601,0.305
1866,1142,0.13,69.725,0.20836,0.001172,3.71e-05,0.2953,0.237
1867,1133.6,0.19,69.565,0.20836,0.0011699,3.71e-05,0.30082,0.255
1868,1123.6,0.17,69.823,0.20838,0.0011688,3.7e-05,0.28203,0.263
1869,1134.8,0.16,69.852,0.20837,0.0011686,3.71e-05,0.26085,0.215
1870,1124.2,0.17,70.026,0.20838,0.0011692,3.71e-05,0.26332,0.288
1871,1140.9,0.02,70.046,0.20837,0.0011687,3.71e-05,0.26359,0.235
1872,1149.4,0.13,70.215,0.20836,0.0011663,3.69e-05,0.25997,0.244
1873,1137.3,0.09,70.261,0.20837,0.0011617,3.67e-05,0.26546,0.26
1874,1122.5,0.11,70.347,0.20839,0.001158,3.65e-05,0.26561,0.242
1875,1111.1,0.13,70.53,0.2084,0.0011572,3.64e-05,0.26041,0.239
1876,1103.1,0.12,70.525,0.2084,0.0011576,3.63e-05,0.25406,0.213
1877,1122.9,0.13,70.573,0.20839,0.0011601,3.64e-05,0.25949,0.241
1878,1127.5,0.01,70.556,0.20838,0.0011661,3.64e-05,0.24489,0.269
1879,1147.3,0.12,70.65,0.20837,0.0011745,3.66e-05,0.24191,0.238
1880,1172.6,0.09,70.689,0.20835,0.001182,3.69e-05,0.24014,0.232
1881,1198,0.06,70.678,0.20832,0.0011873,3.71e-05,0.25127,0.292
1882,1208.2,0.06,70.635,0.20832,0.0011903,3.72e-05,0.24767,0.291
1883,1209.1,0.15,70.724,0.20832,0.0011927,3.73e-05,0.25537,0.22
1884,1195.6,0.05,70.612,0.20832,0.0011952,3.74e-05,0.25755,0.269
1885,1198,0.08,70.471,0.20832,0.0011997,3.75e-05,0.26826,0.249
1886,1199.7,0.14,70.475,0.20832,0.001205,3.77e-05,0.27979,0.245
1887,1209.7,0.07,70.485,0.20831,0.0012101,3.8e-05,0.27202,0.274
1888,1236.3,0.04,70.535,0.20829,0.0012142,3.81e-05,0.26121,0.268
1889,1236.2,0.09,70.454,0.20828,0.0012177,3.82e-05,0.25255,0.249
1890,1228.2,0.13,70.329,0.20829,0.0012189,3.82e-05,0.25158,0.261
1891,1247.7,0.07,70.429,0.20828,0.0012179,3.83e-05,0.24656,0.262
1892,1235.7,0.18,70.357,0.20828,0.0012167,3.84e-05,0.25154,0.277
1893,1208.5,0.13,70.274,0.2083,0.0012152,3.83e-05,0.24877,0.235
1894,1208.7,0.07,70.237,0.2083,0.0012123,3.83e-05,0.24229,0.202
1895,1200.3,0.08,70.331,0.20831,0.0012081,3.82e-05,0.24372,0.316
1896,1188.5,0.16,70.53,0.20833,0.0012042,3.82e-05,0.24538,0.269
1897,1166.8,0.07,70.477,0.20834,0.0012008,3.8e-05,0.24296,0.255
1898,1165.6,0.18,70.421,0.20834,0.0011976,3.78e-05,0.23605,0.228
1899,1157.5,0.13,70.458,0.20835,0.0011932,3.76e-05,0.23229,0.265
1900,1158,0.09,70.473,0.20835,0.001189,3.73e-05,0.23657,0.255
1901,1152.1,0.1,70.477,0.20836,0.0011847,3.71e-05,0.24052,0.229
1902,1151.3,0.13,70.553,0.20836,0.0011802,3.69e-05,0.23957,0.219
1903,1136.8,0.08,70.545,0.20837,0.0011744,3.66e-05,0.24443,0.248
1904,1120.9,0.13,70.568,0.20839,0.0011686,3.61e-05,0.25156,0.235
1905,1119.5,0.17,70.647,0.20839,0.0011639,3.58e-05,0.24909,0.252
1906,1119.1,0.03,70.599,0.20839,0.0011614,3.56e-05,0.24325,0.221
1907,1114,0.25,70.757,0.2084,0.0011596,3.56e-05,0.2422,0.235
1908,1122.2,0.09,70.895,0.20839,0.0011589,3.56e-05,0.24821,0.222
1909,1125,0.13,71.022,0.20839,0.001159,3.57e-05,0.24654,0.233
1910,1144,0.14,71.291,0.20838,0.0011596,3.59e-05,0.2351,0.226
1911,1153.6,0.13,71.701,0.20838,0.0011602,3.6e-05,0.22746,0.226
1912,1156.9,0.11,71.871,0.20838,0.0011607,3.6e-05,0.22288,0.227
1913,1158.2,0.12,72.034,0.20838,0.001162,3.61e-05,0.22213,0.261
1914,1160.2,0.07,72.078,0.20838,0.001164,3.63e-05,0.21902,0.218
1915,1161.3,0.09,71.994,0.20837,0.0011669,3.65e-05,0.21834,0.219
1916,1180.6,0.07,72.145,0.20836,0.0011707,3.68e-05,0.22429,0.25
1917,1197.2,0.1,72.157,0.20835,0.0011746,3.72e-05,0.22778,0.25
1918,1205.3,0.09,71.928,0.20834,0.0011774,3.74e-05,0.2351,0.254
1919,1213.2,0.11,71.895,0.20833,0.001176,3.74e-05,0.23719,0.226
1920,1196,0.02,71.702,0.20834,0.0011707,3.73e-05,0.23508,0.28
1921,1165.3,0.05,71.325,0.20836,0.0011621,3.69e-05,0.2376,0.249
1922,1147.9,0.08,71.413,0.20838,0.0011521,3.65e-05,0.24205,0.21
1923,1106,0.06,71.372,0.20842,0.0011432,3.6e-05,0.23678,0.237
1924,1078.9,0.02,71.253,0.20844,0.0011378,3.58e-05,0.23036,0.23
1925,1059.2,0.12,71.163,0.20845,0.0011372,3.59e-05,0.23102,0.203
1926,1074.2,0.06,71.127,0.20844,0.0011397,3.61e-05,0.23636,0.252
1927,1108.5,0.09,71.061,0.20841,0.0011429,3.63e-05,0.23885,0.193
1928,1120.4,0.13,71.296,0.2084,0.0011452,3.65e-05,0.23618,0.268
1929,1135.2,0.24,71.448,0.20839,0.0011455,3.67e-05,0.24869,0.255
1930,1142.3,0.14,71.445,0.20839,0.0011458,3.68e-05,0.24396,0.249
1931,1129.8,0.16,71.599,0.2084,0.0011468,3.68e-05,0.24063,0.229
1932,1124,0.02,71.394,0.2084,0.0011479,3.68e-05,0.22613,0.212
1933,1139.3,0.17,71.233,0.20839,0.0011486,3.68e-05,0.21864,0.252
1934,1130.4,0.14,71.37,0.20839,0.0011489,3.68e-05,0.22102,0.245
1935,1144.8,0.12,71.608,0.20839,0.0011494,3.68e-05,0.223,0.217
1936,1127.9,0.11,71.654,0.2084,0.0011525,3.69e-05,0.21478,0.242
1937,1146.3,0.12,71.782,0.20839,0.0011571,3.7e-05,0.21367,0.219
1938,1171,0.1,71.721,0.20836,0.001162,3.71e-05,0.21762,0.231
1939,1163.1,0.07,71.488,0.20837,0.0011646,3.72e-05,0.22147,0.263
1940,1181.3,0.08,71.781,0.20836,0.0011645,3.7e-05,0.2176,0.238
1941,1170.4,0.08,71.687,0.20836,0.0011618,3.69e-05,0.2202,0.239
1942,1149.7,0.13,71.512,0.20838,0.0011556,3.65e-05,0.23392,0.233
1943,1142.8,0.13,71.685,0.20839,0.0011468,3.61e-05,0.22558,0.213
1944,1119.9,0.08,71.624,0.20841,0.0011381,3.57e-05,0.23858,0.255
