Time (s),Heat Release Rate (kW),Burner HRR (kW),Exhaust Mass Flow Rate (kg/s),Oxygen (Vol Fr),CO2 (Vol Fr),CO (Vol Fr),Radiant Heat Flux (kW/m^2),Ksmoke (1/m)
45,751.97,0.04,73.17,0.20874,0.0010359,4.5e-06,0.17267,0.063
46,785.69,0.06,73.151,0.20871,0.001079,4.5e-06,0.17626,0.07
47,849.47,0.1,73.519,0.20866,0.0011035,4.7e-06,0.17649,0.097
48,899.34,0.01,73.993,0.20862,0.0011116,4.9e-06,0.17645,0.106
49,949.6,0.09,73.912,0.20858,0.0011098,4.9e-06,0.1714,0.102
50,953.8,0.08,73.795,0.20858,0.0011063,5e-06,0.17591,0.096
51,911.2,0.16,73.673,0.20861,0.0011074,4.9e-06,0.1929,0.083
52,904.92,0.09,73.874,0.20861,0.001132,4.9e-06,0.21034,0.065
53,925.88,0.08,74.063,0.20859,0.0011657,5e-06,0.24661,0.076
54,978.18,0.11,74.198,0.20855,0.0011809,4.9e-06,0.26575,0.097
55,1019.7,0,74.3,0.20852,0.0011875,4.9e-06,0.23755,0.113
56,1032.3,0.18,74.349,0.20851,0.0011936,4.9e-06,0.17598,0.092
57,1050.1,0.04,74.083,0.20849,0.0012087,5e-06,0.21565,0.092
58,1048.2,0.15,73.97,0.20848,0.0012371,5e-06,0.23972,0.09
59,1076.7,0.24,74.176,0.20846,0.0012504,5.1e-06,0.22664,0.082
60,1099.3,0.19,74.229,0.20844,0.0012538,5.2e-06,0.2404,0.106
61,1123.2,0.16,74.13,0.20843,0.0012515,5.2e-06,0.24547,0.097
62,1100.1,0.06,74.052,0.20844,0.0012474,5.1e-06,0.25277,0.095
63,1080.6,0.22,74.145,0.20846,0.0012453,5.2e-06,0.27066,0.078
64,1063.6,0.08,74.182,0.20847,0.0012476,5.4e-06,0.2865,0.067
65,1072.2,0.17,74.179,0.20846,0.0012547,5.5e-06,0.29187,0.082
66,1095,0.07,74.165,0.20844,0.001264,5.7e-06,0.29082,0.082
67,1134.5,0.14,74.191,0.20841,0.0012727,5.8e-06,0.28089,0.081
68,1142.5,0.17,74.148,0.20841,0.0012783,5.9e-06,0.27411,0.088
69,1151.7,0.11,73.905,0.20839,0.0012805,6e-06,0.27529,0.088
70,1130.4,0.19,73.884,0.20841,0.0012807,6.1e-06,0.26667,0.076
71,1130.4,0.2,73.916,0.20841,0.0012801,6.1e-06,0.25425,0.075
72,1121.1,0.14,73.834,0.20842,0.0012799,6.2e-06,0.25049,0.075
73,1107.9,0.21,73.977,0.20843,0.0012802,6.3e-06,0.24856,0.073
74,1114.7,0.09,73.954,0.20842,0.0012812,6.4e-06,0.24291,0.079
75,1112,0.1,74.094,0.20843,0.0012825,6.5e-06,0.24628,0.067
76,1113.7,0.09,73.74,0.20842,0.0012843,6.6e-06,0.25289,0.083
77,1117.8,0.08,73.357,0.20841,0.0012881,6.9e-06,0.2509,0.069
78,1120.2,0.07,73.079,0.20841,0.0012932,7.1e-06,0.24369,0.073
79,1138.2,0.12,73.296,0.20839,0.0012978,7.3e-06,0.24073,0.072
80,1149.6,0.01,73.183,0.20838,0.0012977,7.6e-06,0.23837,0.071
81,1145.1,0.18,73.332,0.20839,0.001292,7.9e-06,0.24431,0.07
82,1136.7,0.13,73.699,0.20841,0.0012706,8.1e-06,0.23888,0.067
83,1097.1,0.14,73.335,0.20843,0.0012563,8.3e-06,0.23121,0.059
84,1065.2,0.15,73.225,0.20846,0.0012464,8.3e-06,0.23372,0.053
85,1030.5,0.03,73.136,0.20849,0.001238,8.5e-06,0.22989,0.058
86,1029.7,0.09,73.416,0.20849,0.0012301,8.8e-06,0.22162,0.058
87,1012.8,0.15,73.831,0.20851,0.0012135,9.1e-06,0.23223,0.055
88,1022.8,0.13,73.776,0.20851,0.0011809,9.3e-06,0.23168,0.057
89,994.9,0.03,73.548,0.20853,0.001161,9.4e-06,0.22803,0.055
90,968.17,0.13,73.798,0.20856,0.0011488,9.7e-06,0.21354,0.047
91,935.15,0.07,73.975,0.20859,0.0011476,1.02e-05,0.20899,0.047
92,930.7,0.13,73.876,0.20859,0.0011494,1.05e-05,0.21007,0.051
93,960.84,0.17,74.129,0.20857,0.0011521,1.11e-05,0.20993,0.054
94,951.92,0.02,74.338,0.20857,0.0011533,1.16e-05,0.2043,0.062
95,975.2,0.04,74.2,0.20856,0.0011542,1.21e-05,0.19406,0.055
96,975.49,0.08,74.036,0.20855,0.0011564,1.25e-05,0.18887,0.058
97,971.39,0.12,73.925,0.20855,0.0011599,1.31e-05,0.18625,0.053
98,970.4,0.07,74.083,0.20856,0.0011631,1.35e-05,0.1834,0.05
99,979.7,0.12,74.215,0.20855,0.0011643,1.39e-05,0.17375,0.064
100,980.42,0.1,73.991,0.20855,0.0011634,1.43e-05,0.16551,0.058
101,974.29,0.13,73.795,0.20855,0.0011598,1.47e-05,0.16534,0.059
102,962.51,0.1,73.711,0.20856,0.0011526,1.51e-05,0.16424,0.057
103,953.43,0.16,73.856,0.20857,0.0011277,1.54e-05,0.16148,0.055
104,931.71,0.1,73.776,0.2086,0.0010937,1.56e-05,0.15188,0.053
105,898.49,0.11,73.784,0.20862,0.001077,1.58e-05,0.14232,0.055
106,858.91,0.09,73.72,0.20866,0.0010685,1.62e-05,0.13058,0.049
107,831.46,0.14,73.583,0.20868,0.0010626,1.66e-05,0.11549,0.044
108,823.89,0.1,73.514,0.20868,0.0010594,1.7e-05,0.11766,0.054
109,817.81,0.09,73.339,0.20868,0.0010564,1.76e-05,0.11609,0.056
110,835.61,0.15,73.378,0.20867,0.0010509,1.82e-05,0.10743,0.062
111,829.77,0.13,73.309,0.20868,0.0010233,1.87e-05,0.10554,0.063
112,815.62,0.04,73.3,0.2087,0.0009901,1.89e-05,0.10886,0.06
113,773.65,0.08,72.73,0.20873,0.000964,1.9e-05,0.11579,0.05
114,731.2,0.05,72.777,0.20877,0.0009522,1.92e-05,0.095796,0.044
115,702.9,0.12,72.774,0.20879,0.0009443,1.93e-05,0.086236,0.045
116,679.87,-0.01,72.877,0.20881,0.0009373,1.95e-05,0.078769,0.045
117,662.56,0.09,73.22,0.20883,0.0009296,1.97e-05,0.07491,0.049
118,658.17,0.1,73.385,0.20884,0.0009146,1.99e-05,0.068065,0.053
119,644.01,0.06,73.57,0.20885,0.0008979,2e-05,0.069138,0.046
120,629.73,0.07,73.634,0.20886,0.0008904,2.02e-05,0.064913,0.049
121,606.16,0.15,73.314,0.20888,0.0008858,2.07e-05,0.067928,0.041
122,588.1,0.09,73.217,0.20889,0.0008839,2.13e-05,0.068459,0.042
123,593.99,0.1,73.445,0.20889,0.0008838,2.22e-05,0.067802,0.054
124,624.57,0.13,73.376,0.20887,0.0008839,2.3e-05,0.065218,0.064
125,632.2,0.17,73.358,0.20886,0.0008841,2.39e-05,0.054979,0.059
126,628.47,0.12,73.558,0.20886,0.0008847,2.48e-05,0.050417,0.061
127,631.08,0.09,73.263,0.20886,0.0008861,2.57e-05,0.049141,0.059
128,642.75,0.1,73.038,0.20885,0.0008883,2.68e-05,0.049151,0.063
129,635.31,0.06,72.844,0.20885,0.0008937,2.82e-05,0.050575,0.058
130,645.73,0.1,72.656,0.20884,0.0009012,2.96e-05,0.048959,0.059
131,653.96,0.18,72.601,0.20883,0.0009099,3.11e-05,0.048178,0.064
132,683.58,0.1,72.432,0.2088,0.0009168,3.24e-05,0.050663,0.077
133,700.65,0.06,72.446,0.20879,0.0009206,3.34e-05,0.044575,0.08
134,695.07,0.08,72.48,0.20879,0.0009213,3.42e-05,0.038237,0.07
135,682.76,0.11,72.811,0.20881,0.0009208,3.49e-05,0.035592,0.072
136,675.7,0.2,72.823,0.20881,0.0009203,3.57e-05,0.02931,0.057
137,675.59,0.21,72.654,0.20881,0.0009195,3.65e-05,0.024808,0.062
138,679.38,0.2,72.691,0.20881,0.0009192,3.74e-05,0.019381,0.062
139,662.53,0.06,72.808,0.20882,0.0009168,3.81e-05,0.018535,0.072
140,662.85,0.16,72.791,0.20882,0.0009142,3.9e-05,0.021215,0.08
141,646.17,0.16,72.994,0.20884,0.0009116,3.96e-05,0.023219,0.067
142,646.61,0.11,73.106,0.20884,0.000909,4e-05,0.017079,0.064
143,644.28,0.05,73.142,0.20884,0.0009061,4.03e-05,0.017316,0.069
144,643.42,0.16,73.264,0.20884,0.0009022,4.03e-05,0.021687,0.075
145,652.49,0.1,72.946,0.20883,0.0008974,4.02e-05,0.02174,0.066
146,638.99,0.2,72.517,0.20884,0.0008965,4.04e-05,0.015824,0.074
147,614.81,0.16,72.516,0.20886,0.0009044,4.11e-05,0.01072,0.058
148,625.57,0.13,72.757,0.20885,0.0009251,4.25e-05,0.009601,0.054
149,677.41,0.05,72.763,0.2088,0.0009348,4.41e-05,0.010902,0.067
150,713.61,0.17,72.886,0.20877,0.0009406,4.54e-05,0.008902,0.087
151,729.89,0.19,72.794,0.20876,0.0009437,4.65e-05,0.000804,0.097
152,725.84,0.19,72.706,0.20876,0.0009453,4.71e-05,-0.005165,0.07
153,728.93,0.1,72.377,0.20876,0.000946,4.75e-05,-0.000276,0.065
154,712.94,0.13,72.183,0.20877,0.0009456,4.75e-05,0.003275,0.07
155,716.15,0.14,72.272,0.20877,0.0009415,4.72e-05,0.007964,0.07
156,697.49,0.09,72.557,0.20879,0.0009348,4.66e-05,0.016726,0.075
157,692.54,0.12,72.692,0.20879,0.0009251,4.56e-05,0.027466,0.072
158,663.92,0.14,72.549,0.20882,0.0009159,4.46e-05,0.046383,0.053
159,642.87,0.19,72.514,0.20883,0.0009081,4.36e-05,0.032677,0.051
160,631.89,0.14,72.395,0.20884,0.0009018,4.3e-05,0.019215,0.05
161,612.82,0.16,72.396,0.20886,0.0009012,4.29e-05,0.019829,0.058
162,610.78,0.09,72.342,0.20886,0.0009198,4.36e-05,0.042613,0.054
163,623.02,0.09,72.516,0.20884,0.0009614,4.53e-05,0.037096,0.055
164,690.44,0.08,72.555,0.20878,0.0009727,4.72e-05,0.030888,0.057
165,742.34,0.15,72.554,0.20874,0.0009778,4.94e-05,0.033162,0.094
166,763.97,0.09,72.418,0.20872,0.0009795,5.12e-05,0.030602,0.098
167,760.18,0.11,72.374,0.20872,0.0009832,5.31e-05,0.032314,0.073
168,762.43,0.13,72.292,0.20872,0.0010028,5.51e-05,0.032218,0.054
169,777.82,0.13,72.543,0.2087,0.0010371,5.87e-05,0.02594,0.066
170,800.3,0.13,72.909,0.20868,0.0010559,6.18e-05,0.022423,0.085
171,861.83,0.11,72.846,0.20863,0.0010644,6.44e-05,0.018516,0.098
172,885.14,0.08,72.82,0.20861,0.0010723,6.71e-05,0.016827,0.106
173,910.92,-0.01,72.884,0.20859,0.0010811,6.94e-05,0.019345,0.09
174,920.45,0.13,72.892,0.20858,0.001088,7.16e-05,0.025911,0.102
175,937.94,0.19,72.948,0.20856,0.0010916,7.37e-05,0.028813,0.111
176,957.22,0.13,73.051,0.20855,0.0010906,7.44e-05,0.027617,0.108
177,935.98,0.14,73.15,0.20857,0.0010862,7.46e-05,0.024983,0.116
178,921.59,0.1,73.489,0.20858,0.0010802,7.44e-05,0.023734,0.09
179,882.19,0.06,73.499,0.20861,0.0010735,7.41e-05,0.018672,0.092
180,861,0.12,73.267,0.20863,0.001068,7.35e-05,0.028913,0.091
181,861.88,0.14,73.41,0.20863,0.0010633,7.29e-05,0.030133,0.097
182,857.84,0.06,73.634,0.20864,0.0010613,7.23e-05,0.028239,0.099
183,854.41,0.05,73.445,0.20864,0.0010616,7.2e-05,0.019698,0.095
184,859.16,0.03,73.33,0.20863,0.0010637,7.18e-05,0.009237,0.086
185,879.31,0.06,73.249,0.20862,0.0010666,7.18e-05,0.00904,0.106
186,896.57,0.15,73.197,0.2086,0.001068,7.2e-05,0.008411,0.113
187,889.26,0.14,72.952,0.20861,0.0010666,7.17e-05,0.013271,0.098
188,872.88,0.02,72.475,0.20861,0.0010646,7.13e-05,0.013557,0.13
189,877.25,0.06,72.154,0.20861,0.0010642,7.07e-05,0.009134,0.116
190,858.53,0.08,71.92,0.20862,0.0010651,7.01e-05,0.007759,0.087
191,865.33,0.21,72.128,0.20862,0.0010665,6.98e-05,0.004422,0.105
192,880.57,0.16,72.102,0.2086,0.0010701,7.01e-05,0.00775,0.116
193,870.26,0.19,72.212,0.20861,0.0010818,7.1e-05,0.000942,0.103
194,876.98,0.13,72.201,0.2086,0.0011135,7.26e-05,0.006603,0.114
195,911.75,0.13,72.32,0.20857,0.0011308,7.46e-05,0.009461,0.12
196,957.04,0.17,72.567,0.20853,0.0011499,7.68e-05,0.011461,0.152
197,993.6,0.08,72.956,0.2085,0.0011627,7.9e-05,0.012558,0.156
198,1034.1,0.2,73.261,0.20847,0.0011712,8.16e-05,0.01442,0.146
199,1046.6,0.22,73.639,0.20846,0.0011921,8.41e-05,0.030419,0.16
200,1077.3,0.16,74.023,0.20844,0.0012026,8.68e-05,0.027866,0.154
201,1094.2,0.07,74.128,0.20843,0.0012085,8.9e-05,0.028221,0.168
202,1121.6,0.12,74.219,0.20841,0.0012131,9.07e-05,0.036932,0.166
203,1125.5,0.16,74.238,0.2084,0.0012186,9.22e-05,0.026778,0.152
204,1109.7,0.14,74.189,0.20841,0.0012247,9.36e-05,0.019546,0.157
205,1112.2,0.18,74.033,0.20841,0.0012313,9.49e-05,0.018893,0.164
206,1111.7,0.07,73.91,0.2084,0.0012387,9.59e-05,0.026699,0.16
207,1133.2,0.13,73.833,0.20838,0.0012518,9.69e-05,0.039854,0.157
208,1151.2,0.13,73.564,0.20836,0.001283,9.81e-05,0.041724,0.175
209,1161.8,0.08,73.319,0.20834,0.0013197,9.96e-05,0.042635,0.171
210,1185.2,0.13,73.185,0.20831,0.0013604,0.0001013,0.053063,0.165
211,1221.6,0.12,72.773,0.20827,0.0013971,0.0001032,0.051599,0.192
212,1264.1,0.02,72.538,0.20823,0.0014124,0.0001055,0.052442,0.154
213,1321.9,0.12,72.445,0.20818,0.0014227,0.0001081,0.042227,0.212
214,1363.1,0.05,72.567,0.20815,0.0014325,0.0001105,0.047922,0.197
215,1381.9,0.07,72.545,0.20813,0.0014428,0.0001125,0.053229,0.214
216,1412,0.01,72.497,0.2081,0.0014523,0.0001138,0.063355,0.199
217,1422.3,0.06,72.62,0.2081,0.0014609,0.0001147,0.067546,0.205
218,1433.9,0.15,72.865,0.20809,0.001476,0.0001153,0.065732,0.204
219,1436.5,0.07,72.667,0.20808,0.001505,0.0001159,0.070306,0.187
220,1454.7,0.08,72.548,0.20806,0.0015219,0.0001165,0.077809,0.174
221,1485.7,0,72.66,0.20803,0.0015271,0.0001169,0.079722,0.193
222,1507.9,0.05,72.682,0.20802,0.001528,0.0001169,0.073439,0.227
223,1491.1,0.17,72.633,0.20803,0.0015254,0.0001165,0.078845,0.19
224,1483.4,0.07,72.386,0.20803,0.0015223,0.0001158,0.080168,0.183
225,1452.4,0.06,72.135,0.20805,0.0015231,0.0001149,0.072652,0.193
226,1450.3,0.08,71.749,0.20805,0.0015282,0.0001142,0.072516,0.181
227,1450.8,0.07,71.167,0.20804,0.0015365,0.0001137,0.062161,0.18
228,1467.7,0.1,70.854,0.20802,0.0015461,0.0001136,0.058202,0.193
229,1511.4,0.07,70.871,0.20798,0.0015553,0.0001138,0.058891,0.198
230,1530.8,0.05,70.848,0.20796,0.0015618,0.0001138,0.058332,0.205
231,1538.1,0.07,70.865,0.20796,0.0015662,0.0001136,0.061917,0.21
232,1537.7,0.1,70.771,0.20796,0.0015665,0.0001128,0.059748,0.2
233,1528.9,0.13,70.663,0.20796,0.0015636,0.0001118,0.05618,0.229
234,1505.9,0.15,70.494,0.20798,0.0015589,0.0001106,0.050019,0.18
235,1496.7,0.07,70.706,0.20799,0.0015546,0.0001092,0.045336,0.208
236,1491.4,0.16,70.871,0.208,0.0015512,0.0001077,0.043497,0.162
237,1475,-0,71.096,0.20802,0.0015483,0.0001061,0.039623,0.201
238,1485.2,0.06,71.076,0.20801,0.0015437,0.0001044,0.039775,0.198
239,1479.8,0.11,70.855,0.20801,0.0015375,0.0001026,0.042614,0.191
240,1470.7,0.07,70.834,0.20802,0.0015297,0.0001009,0.048689,0.193
241,1446,0.09,70.711,0.20804,0.0015234,9.95e-05,0.052768,0.192
242,1440,0.05,70.762,0.20805,0.0015225,9.84e-05,0.056965,0.185
243,1444.3,0.21,71.115,0.20805,0.0015332,9.79e-05,0.057982,0.188
244,1474.5,0.23,71.59,0.20802,0.0015711,9.8e-05,0.057203,0.177
245,1511.2,0.1,71.821,0.20799,0.0016047,9.83e-05,0.059885,0.209
246,1564.3,0.1,71.914,0.20795,0.0016336,9.89e-05,0.066778,0.213
247,1625.9,0.08,72.031,0.20789,0.0016672,9.96e-05,0.075237,0.232
248,1652.6,0.05,72.121,0.20786,0.0017122,0.0001004,0.080509,0.226
249,1702,0.09,72.183,0.20782,0.0017648,0.0001014,0.076974,0.202
250,1775.4,0.16,72.177,0.20775,0.0018177,0.000102,0.08186,0.219
251,1839,0.12,72.319,0.2077,0.0018402,0.0001021,0.08627,0.225
252,1907.3,-0,72.397,0.20764,0.0018451,0.0001016,0.099964,0.21
253,1933.7,0.06,72.168,0.20762,0.0018455,0.0001007,0.17222,0.192
254,1935,0.17,72.081,0.20762,0.0018435,9.98e-05,0.1654,0.155
255,1923,0.09,71.811,0.20762,0.0018388,9.9e-05,0.12665,0.156
256,1903.5,0.1,71.877,0.20764,0.0018312,9.82e-05,0.10304,0.171
257,1890.5,0.21,71.902,0.20766,0.0018093,9.73e-05,0.087187,0.178
258,1862.6,0.05,71.941,0.20768,0.0017931,9.65e-05,0.082464,0.195
259,1833.7,0.02,72.25,0.20771,0.0017842,9.58e-05,0.074546,0.153
260,1818.3,0.1,72.468,0.20773,0.0017811,9.54e-05,0.071098,0.188
261,1813.5,0.08,72.196,0.20773,0.0017838,9.54e-05,0.070892,0.174
262,1826.8,0.17,72.051,0.20771,0.0017882,9.55e-05,0.080892,0.187
263,1852.2,0.2,72.103,0.20769,0.0017934,9.56e-05,0.085723,0.212
264,1872.5,0.08,71.978,0.20767,0.0018014,9.57e-05,0.089746,0.202
265,1890,0.14,72.021,0.20766,0.0018274,9.6e-05,0.092578,0.185
266,1899.8,-0.01,72.022,0.20765,0.0018393,9.62e-05,0.092623,0.183
267,1956.3,0.11,72.044,0.2076,0.0018466,9.61e-05,0.096848,0.208
268,1983,0.06,72.156,0.20758,0.0018481,9.58e-05,0.10579,0.202
269,1980,-0.03,72.006,0.20758,0.0018443,9.52e-05,0.12589,0.191
270,1971.6,0.2,72.05,0.20759,0.0018379,9.42e-05,0.12392,0.177
271,1936.1,0.08,72.385,0.20763,0.0018346,9.33e-05,0.11753,0.176
272,1921.8,0.14,72.52,0.20764,0.0018361,9.26e-05,0.12182,0.173
273,1930,0.06,72.64,0.20763,0.0018476,9.22e-05,0.12052,0.17
274,1960.1,0.11,73.008,0.20761,0.0018965,9.2e-05,0.1149,0.209
275,2012.6,0.07,73.066,0.20756,0.0019496,9.25e-05,0.1162,0.189
276,2068.5,0.1,73.131,0.20751,0.0019688,9.34e-05,0.1102,0.197
277,2154,0.14,72.959,0.20744,0.0019793,9.44e-05,0.10668,0.239
278,2184.7,0.07,72.958,0.20742,0.0019866,9.55e-05,0.10288,0.212
279,2210.3,0.21,72.978,0.20739,0.0019923,9.66e-05,0.10719,0.249
280,2213.8,0.11,72.79,0.20739,0.0019962,9.75e-05,0.11606,0.202
281,2215.3,0.14,72.702,0.20738,0.0019988,9.8e-05,0.12562,0.206
282,2225.6,0.07,72.895,0.20738,0.0019994,9.82e-05,0.12369,0.238
283,2216.7,0.13,72.879,0.20739,0.0019967,9.79e-05,0.10762,0.2
284,2204.3,0.07,72.444,0.20739,0.0019922,9.74e-05,0.090848,0.206
285,2166.3,0.07,72.162,0.20741,0.0019915,9.69e-05,0.079399,0.21
286,2148.7,0.06,72.086,0.20742,0.0020046,9.68e-05,0.081499,0.184
287,2169.1,0.21,72.255,0.2074,0.0020423,9.71e-05,0.091678,0.2
288,2208.3,0.06,72.442,0.20737,0.0020538,9.76e-05,0.10187,0.207
289,2261.6,0.17,72.496,0.20733,0.0020589,9.8e-05,0.11203,0.234
290,2304.3,0.07,72.583,0.2073,0.002059,9.81e-05,0.12535,0.239
291,2306.1,0.07,72.678,0.2073,0.0020565,9.78e-05,0.12512,0.22
292,2294.8,0.12,72.605,0.20731,0.0020545,9.72e-05,0.12314,0.201
293,2272.4,0.12,72.621,0.20733,0.0020547,9.65e-05,0.10943,0.208
294,2272.9,0.02,72.917,0.20733,0.0020593,9.59e-05,0.09821,0.208
295,2292.1,0.04,73.286,0.20732,0.0020669,9.55e-05,0.10115,0.192
296,2316.8,0.12,73.275,0.2073,0.0020753,9.52e-05,0.10653,0.218
297,2345.9,0.13,73.219,0.20728,0.0020831,9.49e-05,0.11942,0.206
298,2359,-0.03,72.992,0.20726,0.0020897,9.47e-05,0.12771,0.22
299,2374.6,0.09,73.453,0.20726,0.0020942,9.42e-05,0.12991,0.234
300,2381,0.08,73.444,0.20726,0.0020895,9.34e-05,0.13956,0.199
301,2389,0.02,73.418,0.20726,0.0020561,9.21e-05,0.14666,0.212
302,2344.8,0.12,73.459,0.2073,0.0020397,9.04e-05,0.14613,0.226
303,2275,0.03,73.4,0.20735,0.0020503,8.89e-05,0.14566,0.193
304,2261.3,0.11,73.312,0.20734,0.0021061,8.79e-05,0.15808,0.141
305,2315.3,0.05,73.401,0.2073,0.0021444,8.71e-05,0.16606,0.204
306,2385.4,0.04,73.487,0.20724,0.0021525,8.67e-05,0.17255,0.209
307,2455.5,0.1,73.726,0.20719,0.002165,8.66e-05,0.17667,0.215
308,2470.2,0.01,73.755,0.20717,0.0022154,8.71e-05,0.18127,0.214
309,2470.6,0.08,73.333,0.20715,0.0022743,8.81e-05,0.18305,0.186
310,2547.6,0.14,73.287,0.20709,0.0022861,8.9e-05,0.19534,0.201
311,2623.7,0.16,73.409,0.20703,0.0022875,8.94e-05,0.20701,0.284
312,2644.6,0.13,73.244,0.20701,0.0022692,8.91e-05,0.20813,0.262
313,2618.3,0.17,72.893,0.20703,0.0022493,8.85e-05,0.23015,0.232
314,2544.1,0.11,72.689,0.20708,0.0022469,8.81e-05,0.24196,0.213
315,2504,0.05,72.626,0.20711,0.0022715,8.82e-05,0.25218,0.193
316,2541.4,0.16,72.751,0.20707,0.0023078,8.88e-05,0.25733,0.184
317,2592.8,0.01,72.507,0.20702,0.0023179,8.92e-05,0.23448,0.249
318,2648.4,0.07,72.326,0.20697,0.0023242,8.93e-05,0.22481,0.256
319,2656.9,0.13,71.938,0.20696,0.0023328,8.89e-05,0.22119,0.258
320,2656.9,0.12,71.809,0.20694,0.0023762,8.86e-05,0.2172,0.189
321,2668.9,0.14,71.585,0.20692,0.0024305,8.85e-05,0.2224,0.191
322,2714.2,0.02,71.582,0.20687,0.0024574,8.86e-05,0.23339,0.198
323,2775.7,0.02,71.606,0.20683,0.0024625,8.84e-05,0.25441,0.209
324,2829,0.16,71.67,0.20679,0.0024618,8.77e-05,0.27622,0.258
325,2812.7,0.12,71.469,0.20679,0.0024596,8.65e-05,0.28484,0.221
326,2776.1,0.08,71.047,0.20681,0.0024628,8.51e-05,0.30373,0.196
327,2766.7,0.09,70.936,0.20681,0.0025047,8.36e-05,0.29902,0.205
328,2796.9,0.04,71.116,0.20678,0.0025629,8.24e-05,0.30216,0.193
329,2882.2,-0.05,71.531,0.20671,0.00261,8.16e-05,0.3065,0.22
330,2953.1,0.03,71.534,0.20665,0.0026383,8.11e-05,0.31435,0.213
331,3007.7,-0.01,71.433,0.2066,0.0026542,8.1e-05,0.31605,0.241
332,3057.9,0.06,71.476,0.20656,0.0026882,8.11e-05,0.30863,0.236
333,3099.8,0.18,71.567,0.20652,0.0027133,8.14e-05,0.31508,0.219
334,3158.2,0.07,71.638,0.20648,0.0027227,8.14e-05,0.32444,0.239
335,3202.1,0.07,71.649,0.20644,0.0027268,8.12e-05,0.32613,0.246
336,3234.6,0.05,71.681,0.20642,0.0027261,8.05e-05,0.34369,0.246
337,3226.8,0.01,71.957,0.20643,0.0027231,7.95e-05,0.36409,0.224
338,3198.8,0.22,71.88,0.20645,0.00272,7.85e-05,0.37909,0.217
339,3183.7,0.15,71.653,0.20646,0.0027145,7.74e-05,0.39484,0.21
340,3170.5,0.12,71.588,0.20647,0.0027071,7.65e-05,0.40113,0.202
341,3156.2,0.05,71.585,0.20648,0.0027013,7.58e-05,0.4047,0.215
342,3133.3,0,71.412,0.20649,0.0027016,7.54e-05,0.40046,0.199
343,3129.3,0.01,71.324,0.20649,0.0027182,7.52e-05,0.39834,0.207
344,3140.8,0.04,71.144,0.20647,0.0027674,7.52e-05,0.394,0.221
345,3205.4,0.12,70.968,0.2064,0.0028064,7.56e-05,0.40684,0.219
346,3275,0.07,71.194,0.20635,0.0028342,7.6e-05,0.40361,0.237
347,3313.7,0.18,70.793,0.2063,0.0028501,7.64e-05,0.4023,0.242
348,3361.1,0.1,70.517,0.20625,0.0028615,7.66e-05,0.40031,0.226
349,3383.2,0.06,70.552,0.20623,0.0028855,7.67e-05,0.39959,0.234
350,3429.3,0.15,70.811,0.2062,0.0029003,7.65e-05,0.40199,0.249
351,3456.4,0.06,70.705,0.20617,0.0029028,7.6e-05,0.41945,0.237
352,3465.9,0.16,70.697,0.20617,0.0028943,7.52e-05,0.4174,0.23
353,3459,0.14,70.957,0.20619,0.0028658,7.42e-05,0.42122,0.232
354,3430.2,0.14,71.158,0.20622,0.0028551,7.33e-05,0.42669,0.199
355,3387.7,0,71.321,0.20626,0.0028513,7.27e-05,0.41982,0.189
356,3356.9,0.2,71.359,0.20628,0.0028702,7.25e-05,0.41705,0.209
357,3369.1,0.15,71.368,0.20626,0.0029403,7.26e-05,0.42035,0.211
358,3430.7,0.16,71.38,0.2062,0.003005,7.3e-05,0.43239,0.228
359,3515.8,0.1,71.414,0.20613,0.003038,7.36e-05,0.4373,0.229
360,3623.9,0.11,71.385,0.20604,0.0030459,7.4e-05,0.44118,0.239
361,3691.3,0.13,71.529,0.20599,0.003048,7.4e-05,0.44536,0.249
362,3728.5,0.15,71.816,0.20597,0.0030473,7.38e-05,0.44609,0.24
363,3714.9,0.12,71.631,0.20598,0.0030488,7.34e-05,0.44186,0.219
364,3702.4,0.12,71.496,0.20598,0.0030534,7.28e-05,0.44587,0.194
365,3713.3,0.16,71.428,0.20597,0.0030609,7.24e-05,0.44099,0.222
366,3725,0.03,71.342,0.20595,0.0030685,7.19e-05,0.437,0.213
367,3749.9,0.19,71.436,0.20594,0.0030722,7.15e-05,0.45271,0.221
368,3776.2,0.2,71.732,0.20593,0.0030719,7.11e-05,0.45225,0.212
369,3790.8,0.11,71.967,0.20593,0.0030684,7.06e-05,0.44508,0.22
370,3773.9,0,71.947,0.20594,0.0030659,7e-05,0.44518,0.234
371,3749.2,0.19,71.863,0.20596,0.0030667,6.94e-05,0.44759,0.215
372,3722.5,0.03,71.553,0.20597,0.0030715,6.88e-05,0.45198,0.219
373,3726.2,0.14,71.409,0.20595,0.0030806,6.81e-05,0.44174,0.214
374,3765.9,0.09,71.621,0.20593,0.0030928,6.76e-05,0.42158,0.202
375,3823.2,0.09,72.015,0.2059,0.0031057,6.7e-05,0.4193,0.215
376,3866.3,0.08,72.173,0.20587,0.0031131,6.63e-05,0.42138,0.194
377,3889.1,0.2,72.21,0.20585,0.0031121,6.54e-05,0.41306,0.202
378,3890.6,-0.01,72.32,0.20586,0.0031045,6.46e-05,0.41701,0.201
379,3832.4,0.09,72.013,0.20589,0.0030952,6.37e-05,0.41081,0.194
380,3771.8,0.06,71.73,0.20593,0.0030913,6.3e-05,0.40612,0.176
